序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
89,安全工程师,网络安全高级顾问,25-40k,上海,5-10年-本科-网络安全运维,5-10年-本科-网络安全运维,某上海食品/饮料/酒水上市公司,食品/饮料/酒水-已上市-10000人以上,上海,食品/饮料/酒水-已上市-10000人以上,"岗位职责 Job Responsibilities：
1.负责承接上级主管部门对于网络安全方面的要求，组织落实网络安全专向保护要求，应对上级网络安全检查工作；
2.负责搭建公司网络安全防御体系，推动阶段性网络安全项目的落地实施；
3.负责日常的网络安全运营工作，进行安全监控，接收、识别网络安全事件或风险并及时处置；
4.负责公司数据安全治理体系建设，包括数据加密、数据脱敏、隐私保护等；
5.组织重大活动期间网络安全保障工作，定期组织网络安全应急响应与应急演练工作；
6.协助制订和完善公司网络安全管理制度、标准、运维流程和应急管理体系，持续建设公司网络安全运营体系；
7.关注网络信息安全的法律法规和监管要求，确保公司网络信息安全合规；
8.协助维护办公网络、电脑等系统，管理项目视频会议、电话会议等通信系统。

","岗位要求 Job Requirements:
1.全日制本科及以上学历，网络安全、计算机、通信等相关专业，有食品行业从业经验优先；
2.5年及以上网络安全工作经验，对常用的安全系统（如防火墙、IPS、防病毒、堡垒机、DLP和漏扫等）、身份认证、访问控制、加解密等有深入的理解，熟悉常见安全漏洞的原理、利用方式及解决方案；
3.熟悉web、网络、操作系统的安全扫描测试工作程序、工具，可独立开展信息系统基础安全分析，主动发现风险；熟悉当前主流的安全攻击手法及其对应的防御手段，熟悉主流数据库、应用系统的安全检测及加固技术；
4.能够及时响应突发安全事件，处理各类黑客攻击事件，提供技术支持、员工安全技能培训、安全知识普及，安全意识普及等；
5.熟悉信息安全评估的理论和方法，熟悉安全加固和安全审计技术，熟悉企业安全体系建立和风险管理，了解食品领域的安全控制技术和实现方案；
6.承担过中、大型企业的安全规划和建设，具备良好的团队管理经验者优先，有ISO27001或网络安全等级保护相关经验或体系建立经验者优先； 
7.熟悉麒麟、统信、中科方德等国产操作系统，并对国产软硬件产品有深入的了解者优先
8.具备CISP/CISA/CISM/CISSP等专业资质，了解信息安全的法律、法规和监管要求；
9.学习能力强，具备良好的沟通能力和文档撰写能力，有较强的团队管理能力和分析解决问题的能力。

"
90,安全工程师,宁证期货高级网络安全工程师,12-20k,南京-秦淮区,经验不限-统招本科-信息安全,经验不限-统招本科-信息安全,宁证期货有限责任公司,基金/证券/期货-战略投资-100-499人,南京-秦淮区,基金/证券/期货-战略投资-100-499人,"（一）岗位职责
1、负责公司整体网络安全威胁防御基础架构的设计、规划和构建，完善公司整体安全攻防基础体系架构；
2、制定网络安全策略，优化网络边界安全控制，提升纵深防御深度，审核日常网络访问控制需求等；
3、监控、维护、运营公司信息安全基础设施，负责公司安全产品的安装实施、故障分析、诊断排除及日常运营工作；
4、跟进外界入侵与攻击的能力和发展趋势，调优公司相应安全产品的防御水平；
5、负责网络安全相关应急响应工作，对部门内及相关业务部门提供必要的技术支持；
6、负责制定并落实网络安全相关信息安全应急处置预案。
（二）","任职要求
1、具有网络通信、信息安全等相关专业全日制统招本科及以上学历，工作年限不限；
2、拥有三年以上金融、互联网或专业安全厂商相关网络或信息安全工作经验，熟悉银行、券商网络安全架构、信息安全技术者优先；
3、熟悉TCP/IP相关协议和网络安全体系，熟悉网络安全攻防技术，熟悉常见的网络攻击及应对方法，对网络安全有较深刻理解，对网络安全相关技术有浓厚的兴趣及热情；
4、熟悉各主流网络安全产品的工作原理、功能与操作配置，如下一代防火墙、WAF、IPS、运维审计系统等；
5、具有丰富的网络安全故障排查和解决经验，具有独立的分析和解决问题能力；
6、拥有CCSP、CCIE、CISSP等专业资格证书者优先；
7、具备主动的工作态度和良好的自学能力、沟通和文字表达能力，有良好的职业道德素养与团队合作精神，取得期货从业资格优先。
"
91,安全工程师,产品经理（网络安全）,20-40k·14薪,北京-海淀区,3-5年-大专-安全产品-商业产品-信息安全-通讯/网络设备-电子商务-产品设计-产品规划-用户研究-原型设计,3-5年-大专-安全产品-商业产品-信息安全-通讯/网络设备-电子商务-产品设计-产品规划-用户研究-原型设计,北京亚鸿世纪科技发展有限公司,网络/信息安全-500-999人,北京-海淀区,网络/信息安全-500-999人,"岗位职责：
1、负责网络安全产品的需求调研、产品规划、设计与管理工作；
2、参与用户调研，根据用户需求规划产品新特性；
3、独立输出PRD、网站设计原型、产品需求文档并组织评审；
4、与售前、研发、交付团队紧密配合，设计网络安全产品交互结构，编写产品需求，推进产品开发项目，达成产品目标。
5.产品宣讲，负责公司产品宣讲，并引导客户需求；

","任职要求：
1.三年以上网络安全行业经验、熟悉网络安全主管部门、运营商常见网络安全产品和解决方案。
2.熟悉电信运营商行业的通信网络架构和相关业务；
3.熟悉网络安全产品原理，熟悉网络入侵、恶意代码、威胁情报、APT等网络安全概念。
4.熟悉工信部网络安全监管，考核系统优先，如IDC/ISP信息安全管理系统、移动互联网恶意程序监测处置系统、僵木蠕监测与处置系统、日志留存系统等；
5.具有大型软件应用系统开发经验者或安全数据分析经验者优先；
6.本科或以上学历，计算机、通讯、信息安全相关专业（能力突出者学历和专业不限）；
7、有网络安全或相关产品OEM经验、有网络安全项目项目管理经验者优先"
92,安全工程师,网络安全运维工程师（渗透测试）,12-17k,深圳-福田区,5-10年-本科-网络安全运维-保险领域,5-10年-本科-网络安全运维-保险领域,深圳市誉托科技有限公司,IT服务-融资未公开-100-499人,深圳-福田区,IT服务-融资未公开-100-499人,"岗位职责：
1、负责网络安全日常监测、安全风险评估及安全保障跟进；
2、负责网络安全事件预警和处置；
3、负责网络安全相关策略配置、审核及网络安全相关项目执行；


","岗位要求：
1、本科及以上学历，网络安全、计算机相关专业；
2、5年以上网络安全、等级测评、监测保障、安全运维等相关工作经验；
3、对网络安全体系有深入理解；熟悉各类网络安全产品体系，以及网络安全设备的配置和使用；
4、具有漏洞管理和渗透测试相关经验，网络安全事件分析和处置经验；
5、责任心强，具有良好的沟通协调能力、团队协作精神、主动学习能力。"
93,安全工程师,网络安全工程师（云 服务器）,20-28k·13薪,上海-静安区,3-5年-本科-网络安全运维-安全运维-IT运维-数据安全-DBA-IT/信息化领域-防火墙,3-5年-本科-网络安全运维-安全运维-IT运维-数据安全-DBA-IT/信息化领域-防火墙,Astek,IT服务-融资未公开-100-499人,上海-静安区,IT服务-融资未公开-100-499人,,
94,安全工程师,网络安全开发工程师,20-40k·15薪,苏州-相城区,3-5年-硕士-网络安全运维-安全运维-Objective-C-C/C++-C语言-网络层协议-TCP/IP协议,3-5年-硕士-网络安全运维-安全运维-Objective-C-C/C++-C语言-网络层协议-TCP/IP协议,图达通智能科技(苏州)有限公司,计算机软件-100-499人,苏州-相城区,计算机软件-100-499人,"岗位职责：
1.	负责激光雷达网络安全相关的软件开发工作，保障激光雷达系统的数据传输和通信安全；
2.	设计和实现激光雷达的网络安全策略和机制，包括身份认证、数据加密、访问控制等；
3.	参与激光雷达系统的威胁建模和风险评估，提供相应的安全解决方案；
4.	开发和维护对抗攻击和入侵检测的工具和技术，加强激光雷达系统的网络安全性能；
5.	跟踪激光雷达领域的最新网络安全技术和行业标准，持续学习和更新安全开发知识；
6.	与团队成员合作，包括硬件工程师、软件工程师等密切配合，确保网络安全功能与整个系统的兼容性。

","岗位要求：
1.	本科及以上学历，计算机、电子、自动化控制、汽车工程、信息安全或相关专业背景；
2.	扎实的嵌入式系统开发经验，熟悉汽车领域的软件开发流程和工具；
3.	熟悉C/C++编程语言，具备良好的数据结构和算法基础；
4.	深入了解密码学、公钥密码体系，以及TEE、HSM等相关技术；
5.	熟悉TCP/IP协议和socket编程；
6.	熟悉网络安全技术和协议，如TLS/SSL、IPsec、PKI等；
7.	了解车载通信协议和总线标准，如CAN、Ethernet等；
8.	具备网络攻击和防御的基本知识，熟悉常见的攻击手段和安全漏洞；
9.	了解安全编码和加密算法，并具备相关开发经验；
10.	具备安全评估和威胁建模的方法和工具使用经验，能够进行安全风险分析；
11.	能够快速定位并解决网络安全相关的技术问题，具备良好的问题分析和解决能力；
12.	良好的沟通和协作能力，能够与团队成员合作；
13.	具备自主学习和持续学习的能力，对新技术和行业趋势保持关注。

加分项：
1.	汽车领域网络安全相关的工作经验，熟悉车载系统架构和安全要求；
2.	理解车联网技术和车辆通信协议，如CAN、Ethernet等，并具备相关开发经验；
3.	车载网络安全测试经验，包括网络协议分析、漏洞扫描和渗透测试等；
4.	对车载网络安全标准和规范有一定了解，如ISO/SAE 21434、AUTOSAR安全等；
5.	对车联网安全和功能安全有一定了解，了解相关标准和规范，如ISO 26262、ASIL等；
6.	有车载网络安全解决方案设计和部署经验，能够提供相应的技术支持和咨询。
"
95,安全工程师,网络安全架构领军人才,55-85k,北京,10年以上-学历不限,10年以上-学历不限,某北京大型电力/热力/燃气/水务公司,电力/热力/燃气/水务-融资未公开-10000人以上,北京,电力/热力/燃气/水务-融资未公开-10000人以上,"工作职责：
1.参与公司网络安全整体架构设计规划，分析网络安全态势，研究前沿网络安全技术和业界实践，规划相应技术预研方向并积累引导关键成熟技术落地。
2.负责集团网络安全运营体系构建与实施，提升集团公司网络安全运营水平，建立健全集团网络安全管理与技术体系并不断迭代优化，组织做好日常风险监测、事件处置、应急响应、漏洞扫描等工作。
3.建立健全网络安全人才培养体制机制，培育公司内部网络安全队伍，提升集团公司网络安全技战术水平。
4.负责信息安全体系风险评估,制定优化和变革方案并推动相关方整改落地。



","岗位要求：

1.思想政治表现良好，品德优良。
2.坚持科学精神，恪守职业及学术道德。
3.10年以上网络安全工作经验。
4.向CNVD\CNNVD提交过商用软件或系统高危漏洞至少1个以上。
5.在Defcon 、Pwn2Own和GeekPwn等国际比赛，或者“网鼎杯”、“天府杯”、“强网杯”等国家级网络安全比赛中获得过名次。
6.担任过企业网络安全领域的首席科学家或技术领军人才。


企业性质：央企"
96,安全工程师,网络安全售前解决方案经理,20-30k,深圳-南山区,3-5年-本科,3-5年-本科,深圳华晟九思科技有限公司,网络/信息安全-50-99人,深圳-南山区,网络/信息安全-50-99人,"岗位职责：（能力不同，定级不同，薪酬不同）
1、负责对公司产品及服务能力进行包装策划，形成对外交流、推广营销方案组件；
2、作为网络安全数字化转型的解决方案专家，将与销售团队合作，向潜在商机客户进行技术方案交流、汇报；
3、通过与客户交流，精准识别及引导客户需求，为客户提供具有前瞻性、可落地、针对性的解决方案；
4、根据项目推进进展，对客户开展全方位需求调研，评估客户网络安全管理模型、现有网络安全现状、网络安全架构，分析潜在风险，当前存在的问题及需求；
5、负责项目推进过程的顶层规划、可研立项、初设、招投标等全流程方案编写及过程汇报。
","任职要求： 
1、基本要求：学历要求，全日制统招本科以上；年龄要求：40岁以下；
2、在网络安全售前方案设计和管理领域具有丰富的经验，能够制定和实施有效的售前策略和解决方案。 熟悉数字政府规划、国家网络安全政策、网络安全发展战略及常见的网络安全标准和技术，如防火墙、入侵检测系统、数据加密等。或在智慧城市领域智慧城市领域具有丰富的售前工作经验，尤其是主导过数字政府、智慧城市（如城市大脑、一网统管、一网协同等）城市级平台的大型项目规划设计、实施等；
3、对信息化咨询规划方法论有一定的研究与实践经验。具备数字政府大型平台的咨询规划能力，能结合客户的战略目标及核心业务，完成业务架构、应用架构、数据架构、集成架构等的梳理；
4、对国家网络安全政策、制度、战略发展目标、行业发展趋势，及网络安全的架构体系有深入的理解与认识；
5、能独立支撑项目合作全流程（技术方案交流、客户需求方案规划设计、立项建议书、可研方案、初设方案、招投标方案）等的方案编写；
6、具备良好的沟通和解释能力，能够向非技术人员清晰地传达复杂网络安全数字化转型架构、实现逻辑及解决方案价值等。 
7、具备团队合作精神，较强的沟通协同能力，与销售团队紧密合作共同制定客户项目合作推进策略，与产品、交付、研发等部门就需求实现、技术可行性等进行协同沟通，保障解决方案的落地性。
8、具备较强的方案宣讲能力，面向政府处室、局级领导进行汇报，能精准理解客户需求，为客户提供最佳解决方案；
9、具备积极主动的工作态度和良好的抗压能力，能够在快节奏和高压的工作环境中表现出色。
10、可根据公司业务拓展需要国内出差。"
97,安全工程师,网络安全运维工程师,10-15k,北京-丰台区,1-3年-统招本科-网络安全运维-安全运维-网络运维-数据安全-DBA-网络优化-信息安全运维-防火墙-路由器-交换机,1-3年-统招本科-网络安全运维-安全运维-网络运维-数据安全-DBA-网络优化-信息安全运维-防火墙-路由器-交换机,鸿讯供应链科技有限公司,货运/物流/仓储-融资未公开-100-499人,北京-丰台区,货运/物流/仓储-融资未公开-100-499人,"职责描述：
1．负责网络安全防御系统的维护与管理，及时处理各种突发网络安全事件
2．负责解决日常网络安全问题，定期进行系统、网络安全风险评估和检测以及日常报告的编撰
3．负责集团信息安全事件的监控、调查、处理、跟踪，做好网络攻击或安全事件的应急响应、处置以及调查取证
4．负责跟踪分析国内外安全动态，研究安全攻击、防御及测试技术
5．负责网络安全体系规划，各网络系统的安全策略实施与优化以及企业员工网络安全意识、安全技术培训等工作；
6．完成领导安排的其他工作

","任职要求：
1．本科或以上以上学历，计算机和信息安全相关专业；
2．有相关行业背景工作3年以上，具有网络安全相关认证如CISP、CISSP等资质认证证书者、参与建设或维护过大型企事业单位或政府机关安全系统者优先；
3．精通华为、H3C、深信服等主流厂商的路由器、交换机、防火墙设备的配置及使用，熟悉常见的信息安全标准体系、信息安全风险评估、等级保护与网络安全法等；
4．熟悉网络安全、主机安全、应用安全、数据安全等技术，熟练维护网络防火墙、WAF、IDS、防病毒、身份管理、内网管理、SOC、安全审计等常见安全产品；
5．了解常见的网络攻击方式，熟悉主流渗透，网络、系统攻击手段和各种攻防安全技术以及各种web安全漏洞的攻击及防御方法，能够独立完成各种系统（主机、网络，数据库等系统）的安全加固；
6．熟悉Windows及Linux等操作系统，熟悉TCP/IP、DNS、DHCP、HTTP等常用协议或服务，具备一定的编程能力、数据分析能力、脚本调试能力者优先；
7．能够承受网络安全工作压力，组织纪律性强，具备较强执行力、学习、写作能力以及良好的跨团队沟通、组织协调能力；
8．特别优秀者可适当放宽上述条件。
"
98,安全工程师,工控网络安全系统工程师（若干）,薪资面议,上海,3-5年-本科-工程部-工控网络安全系统,3-5年-本科-工程部-工控网络安全系统,上海中广核工程科技有限公司,电气机械/器材-100-499人,上海,电气机械/器材-100-499人,"岗位职责：
1.根据关键基础设施的网络安全防护要求，针对核能、新能源、石化、火电及电网等生产环境设计等保、分保或密码改造解决方案；
2.设计和实施工控网络安全策略，包括防火墙、入侵检测和防御、网络隔离和访问控制等。
3.分析和评估现有工控系统的网络安全性，识别潜在的风险和漏洞，并提出解决方案。
4.编写和执行工控系统的网络安全计划，确保工控系统的稳定性和安全性。
5.负责部署网络安全设备，包括漏洞扫描、入侵检测和防御、主机防护等。
6.跟进工控网络安全领域的最新技术和趋势，不断优化和改进工控系统的网络安全策略和实践。
","岗位要求与能力：
1.大中型系统集成、安全集成、安全咨询的项目管理能力；
2.信息系统设计、安装、调试能力；熟悉DCS、PLC设计、运维经验者优先考虑；
3.根据GB/T22239，GB/T39786等顶层标准，展开信息系统安全分析和评估的能力；
4.竞争对手调研：需要了解安全产品市场上的主要竞争对手，了解竞争对手的产品特点、价格、市场份额等方面的信息。
5.客户需求调研：需要了解不同类型客户的需求，包括大型企业、政府机构、中小型企业等不同客户的安全需求差异，以及客户在实际使用中可能遇到的问题。
知识与技能：
1.熟悉工业协议，如Modbus、DNP3、OPC UA等，并了解它们的安全实现方式；
2.熟悉常见工控系统的网络架构和产品配置方式，如PLC、SCADA、HMI等；
3.熟悉Linux和Windows操作系统的安全配置和管理；
4.能够利用常见网络扫描、渗透测试工具，如WireShark、Metasploit、Nmap、Burp Suite等，进行渗透测试和漏洞挖掘者优先考虑；
职业资格：
1.计算机科学、网络工程或相关专业的学士学位，硕士学位优先。
至少4年以上的信息系统集成、工控系统网络安全工作经验，熟悉工控系统的网络安全架构和技术。
2.熟悉网络安全技术和工具，包括入侵检测和防御、漏洞扫描和安全信息和事件管理等。
3.有认证的网络安全相关证书，如CISP、等保测评师等，优先考虑。
其他要求
1.有责任心和团队合作精神，能够承受一定的工作压力；
2.具备良好的中英文写作及阅读能力，能够阅读和撰写技术文档。
"
99,安全工程师,电气工程师（通讯及网络安全）,10-15k·14薪,杭州-滨江区,3-5年-本科,3-5年-本科,正泰新能源,新能源-10000人以上,杭州-滨江区,新能源-10000人以上,"工作职责：
1、负责公司所属电站通讯及网络安全设备的运行、检修标准及规程的组织编制及修订工作，并负责监督落实；
2、负责电站技术标准及各类技术方案（含作业指导书）的审核工作，负责公司各类技术标准在电站的落实执行；
3、负责准确掌握电站交换机、防火墙、通讯管理系统、安全隔离、纵向加密、网络安全监测等设备状态，建立设备台帐，提高设备完好率；参加事故及异常情况的调查分析，督促实施反事故措施；
4、负责通讯及网络安全技术研究管理工作；
5、统计网络安全问题，测评电站网络安全水平，从专业角度提出解决方案，预防及避免网络安全事件发生；
6、对新能源电站网络安全管理要求熟知了解，指导各新能源电站相关技术工作；
7、完成上级领导交办的其它工作。
","任职要求：
 1. 科及以上学历，自动化、计算机、通讯等专业；
 2.从事发电厂、变电站通讯及网络安全设备运行、调试工作五年以上，并具有网络安全专责岗位至少两年的工作经历；或在网络安全设备、网络安全监测设备、电力通讯设备厂家工作三年以上；
 3.熟悉两项细则、网络安全管理及其他电力相关制度；
4.工作认真踏实，责任心强，以解决问题为导向。
"
100,安全工程师,网络安全咨询顾问,10-15k·13薪,上海,1-3年-本科-网络安全,1-3年-本科-网络安全,安永(中国)企业咨询有限公司,咨询服务-5000-10000人,上海,咨询服务-5000-10000人,"【本岗位为科技咨询岗，需要具备IT基础知识。如您是金融与会计专业，或专注于内控审计，或期望向商业咨询发展的人士，请勿申请此岗位。】
 
安永（EY）网络安全与隐私保护咨询服务团队依托深厚的知识体系和丰富的行业经验，依据国内外标准和行业监管规范，协助各行业客户应对网络安全管理中面临的挑战，保障业务运营和战略达成。

我们正在寻找在网络安全领域具有丰富经验且具备高度工作热情和良好团队合作的人士。 作为安全顾问，您将带领实施安全解决方案，为客户提供保护业务的服务。 您将属于一个全球专业团队的一部分，帮助我们的客户满足他们最复杂的网络安全需求，并为他们的业务保障做出贡献。
 
安永是该领域的全球服务提供商，您将在互相协作的环境中与我们的顾问一起工作。我们将为您提供职业培训和指导，以培养您的技能，并协助规划您的职业发展路线。 无论您何时加入，无论与您共事几载，安永的体验都将持续一生。
 
职位描述：
• 灵活运用网络安全专业知识和方法，及时了解与客户业务相关的当前业务和行业趋势，持续关注咨询服务能力和行业知识的新发展，为客户提供定制化的网络安全管理咨询服务；
• 对标国内外各类网络安全法律法规及相关行业监管要求，如ISO27001，NIST CSF，GDPR，《网络安全法》，《数据安全法》，《个人信息保护法》等，识别客户网络安全风险，分析风险影响，制定合适的处置方案，帮助客户改善风险管理的效率；
• 设计、实施基于风险的网络安全治理架构、方针策略、制度规范及标准流程等；
• 结合客户的实际情况，制定信息资产分类分级标准、访问控制与数据安全策略，并提供合适的业务流程和IT技术改进方案；
• 优化客户网络安全管理体系，强化项目与开发安全管理、人员安全管理、供应商安全管理、环境与设施安全管理等各领域的安全策略；
• 基于法律法规与行业实践，协助客户评估和/或管理其数据保护和隐私管理计划；
• 针对不同行业，为客户定制和改进应急事件响应程序、业务连续性计划、灾难恢复方案，并协助开展演练；
• 协助客户建立网络安全沟通与汇报机制，从建设与运营、风险与合规、地区与组织等多维度，形成安全管理指标，帮助客户建立与管理安全运营中心；
• 参与网络安全领域的创新产品开发。
 
","任职要求：
• 拥有信息安全，网络安全，信息系统管理，计算机科学与技术或其他类似技术领域的学士或硕士学位，高考及在校期间成绩优异者优先；
• 良好的英文沟通、文字表述与报告撰写能力；
• 具备一年以上工作或者实习经验，有知名专业/咨询公司、跨国公司或海外工作经验者优先；
• 能够将技术问题转化为业务风险，并以书面和口头形式对其进行描述；
• 愿意研究客户询问和新出现的问题，包括法规，行业标准和新技术；
• 良好的组织和时间管理技能，能够在紧迫的期限内确定优先级并完成多个复杂项目；
• 出色的人际交往能力和在团队中有效工作的能力；
• 展现自我激励的特征，勇于接受新的挑战，不断学习新的知识；
• 缜密严谨的逻辑分析和良好的解决问题的能力；
• 愿意接受出差与弹性工作时间，以满足客户需求；
• 形象专业，举止自信，谈吐自如；
• 具备市面上主流IT系统、网络设备及安全产品实施工作经验者优先；
• 具备某行业的专业知识与经验者，地区市场的生态洞察者优先；
• 具备CISSP，CISM，CIPM等相关网络安全与隐私保护领域认证资格者优先。
"
101,安全工程师,网络安全工程师,15-20k·13薪,北京-西城区,3-5年-本科-信息安全-漏洞扫描,3-5年-本科-信息安全-漏洞扫描,中交信通网络科技有限公司,通信设备-A轮-50-99人,北京-西城区,通信设备-A轮-50-99人,"职责描述：
1.负责制定公司网络安全规划、工作方案或实施计划。
2.落实网络安全三同步要求，监督并指导网络规划、建设、运营过程中网络安全工作。
3.落实网络安全等级保护制度，组织开展等保定级、备案、实施、测评等工作，建立信息系统台账。
4.负责安全预警应急和信息通报工作，制定并完善网络安全应急预案，组织应急演练，落实重大网络安全风险的应对和整改，重大网络安全事件通报、处置、分析追溯。
5.落实重保期间网络安全工作，组织开展网络安全检查，负责风险漏洞管理、日志管理、病毒查杀、配置核查、架构评估、安全测试等工作。
6.组织开展网络安全服务项目实施，开展风险评估、安全测试、安全加固、入侵检测、网络渗透、事件分析等工作。
7.制定网络安全运行管理制度，组织开展网络安全培训工作。
8.完成领导交办的其他工作任务。

","任职要求：
1.本科以上学历，计算机、通信、信息安全、网络安全等相关专业,三年以上同岗位工作经验。
2.和安全咨询项目的实施内容和流程方法。
3.熟悉常见的安全攻防对抗手段，掌握常见的安全攻防（软硬）工具，具备一定的漏洞发现分析能力，具备一定的攻防经验，熟悉常见的安全加固策略与手段。
4.掌握主流安全厂商安全产品防病毒软件、防火墙、入侵检测、漏洞扫描、WAF等的工作原理，并能够进行配置、调测以及故障排查。
5.具有CISSP、CISP、CISAW等认证优先考虑，熟悉渗透测试、风险评估等优先考虑。
6.具备良好的文字功底，较强团队意识和责任感、上进心、责任心，工作作风积极严谨，勇于承担压力，有良好的沟通和学习能力、独立解决问题能力。
"
102,安全工程师,网络安全开发,20-40k·15薪,苏州,经验不限-统招本科-市场营销-市场调研分析-市场推广,经验不限-统招本科-市场营销-市场调研分析-市场推广,某知名公司,专业技术服务,苏州,专业技术服务,"岗位职责：
1.	负责激光雷达网络安全相关的软件开发工作，保障激光雷达系统的数据传输和通信安全；
2.	设计和实现激光雷达的网络安全策略和机制，包括身份认证、数据加密、访问控制等；
3.	参与激光雷达系统的威胁建模和风险评估，提供相应的安全解决方案；
4.	开发和维护对抗攻击和入侵检测的工具和技术，加强激光雷达系统的网络安全性能；
5.	跟踪激光雷达领域的网络安全技术和行业标准，持续学习和更新安全开发知识；
6.	与团队成员合作，包括硬件工程师、软件工程师等密切配合，确保网络安全功能与整个系统的兼容性。

","岗位要求：
1.	本科及以上学历，计算机、电子、自动化控制、汽车工程、信息安全或相关专业背景；
2.	扎实的嵌入式系统开发经验，熟悉汽车领域的软件开发流程和工具；
3.	熟悉C/C++编程语言，具备良好的数据结构和算法基础；
4.	深入了解密码学、公钥密码体系，以及TEE、HSM等相关技术；
5.	熟悉TCP/IP协议和socket编程；
6.	熟悉网络安全技术和协议，如TLS/SSL、IPsec、PKI等；
7.	了解车载通信协议和总线标准，如CAN、Ethernet等；
8.	具备网络攻击和防御的基本知识，熟悉常见的攻击手段和安全漏洞；
9.	了解安全编码和加密算法，并具备相关开发经验；
10.	具备安全评估和威胁建模的方法和工具使用经验，能够进行安全风险分析；
11.	能够快速定位并解决网络安全相关的技术问题，具备良好的问题分析和解决能力；
12.	良好的沟通和协作能力，能够与团队成员合作；
13.	具备自主学习和持续学习的能力，对新技术和行业趋势保持关注。

加分项：
1.	汽车领域网络安全相关的工作经验，熟悉车载系统架构和安全要求；
2.	理解车联网技术和车辆通信协议，如CAN、Ethernet等，并具备相关开发经验；
3.	车载网络安全测试经验，包括网络协议分析、漏洞扫描和渗透测试等；
4.	对车载网络安全标准和规范有一定了解，如ISO/SAE 21434、AUTOSAR安全等；
5.	对车联网安全和功能安全有一定了解，了解相关标准和规范，如ISO 26262、ASIL等；
6.	有车载网络安全解决方案设计和部署经验，能够提供相应的技术支持和咨询。
 "
103,安全工程师,架构工程师岗（网络安全方向）,25-30k·14薪,广州-黄埔区,5-10年-统招本科,5-10年-统招本科,某广州大型计算机软件公司,计算机软件-融资未公开-5000-10000人,广州-黄埔区,计算机软件-融资未公开-5000-10000人,,
104,安全工程师,架构工程师岗（网络安全方向）(J10129),20-30k,广州-黄埔区,3-5年-本科-技术支持-架构设计-数据库设计-系统设计-技术战略-网络开发-团队管理-软件开发-测试管理-J2EE,3-5年-本科-技术支持-架构设计-数据库设计-系统设计-技术战略-网络开发-团队管理-软件开发-测试管理-J2EE,南方电网数字平台科技(广东)有限公司,计算机软件-1000-2000人,广州-黄埔区,计算机软件-1000-2000人,,
105,安全工程师,Cyber Security Engineer 网络安全工程师 (MJ000210),15-25k·15薪,上海-闵行区,3-5年-统招本科-网络安全运维-SystemVerilog-ECMAScript 6-ECMAScript,3-5年-统招本科-网络安全运维-SystemVerilog-ECMAScript 6-ECMAScript,维宁尔中国,人工智能-1000-2000人,上海-闵行区,人工智能-1000-2000人,"“This position you are applying for belongs to Magna Electronics.”

“此岗位属于麦格纳电子事业部”




﻿Mission:

1. Be fully responsible for the RCS& ADAS project Cyber Security activities including L2 and L3 AD projects

全面负责ADAS项目网络安全活动，包括L2和L3 AD项目；

2. Act as main Cyber security interface between key stakeholders (Customer, Suppliers, Management, and CFT)

作为主要利益相关者（客户、供应商、管理层和CFT）之间的主要网络安全接口；

3. Deliver Cyber security products according to the CS plan and project targets

根据CS计划和项目目标，交付网络安全产品。




Position responsibility 岗位职责:

1. Products may cover one or several products among radar, vision, domain ECU, AD system etc.

产品可能涵盖雷达、视觉、域ECU、AD系统中的一个或几个产品。

2. Create security plan and security activities timing

创建安全计划和安全活动时间安排

3. Align security plan and security activities timing with overall project plan with project manager

与项目经理一起将安全计划和安全活动的时间安排与整个项目计划保持一致。

4. Supports creation of Cyber security document with customer

支持与客户一起创建网络安全文件

5. Defines TARA, Security Concept, Security requirement 

界定TARA，安全概念，安全要求

6. Lead cyber security analyses

牵头进行网络安全分析

7. Supports creation of cyber security test plan

支持创建网络安全测试计划

8. Performs technical reviews on safety related work products

对安全相关的工作产品进行技术审查

9. Coach project team concerning security-relevant activities

指导项目组开展与安全有关的活动。

10. Coordination of cyber security responsibilities, scope and activities with project team

与项目组协调网络安全责任、范围和活动

11. Coordination of cyber security responsibilities, scope and activities with platform team

与平台团队协调网络安全责任、范围和活动

12. Coordination of cyber security responsibilities, scope and activities with possible SW supplier

与可能的软件供应商协调网络安全责任、范围和活动

13. Overall contact window and leader for security activities towards OEM CS team

对OEM CS团队进行安全活动的整体联系窗口和领导。

14. Other tasks assigned by manager

其他领导交办的工作




Position requirements ","任职要求:

1. Diploma: Minimum Bachelor’s Degree

学历要求：本科及以上学历

2. Working Experience:  Minimum 5 years (automotive industry a plus, technical background a plus)

工作经验：至少5年相关岗位工作经验（汽车行业背景，科技行业背景优先）

3. Language:  Fluent in local language and English 

语言要求：英语流利，可以使用英语口语办公

4. Working flexible hours and regular domestic travel & limited international travel

工作时间灵活，经常性的国内旅行和有限的国际旅行

5. Learning ability: willing and able to learn new knowledge quickly

学习能力：愿意并能够快速学习新知识

6. Mindset: customer orientation, result orientation, strong ownership and execution ability

其他：以客户为导向，以结果为导向，有很强的自主性和执行能力"
