序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
15,算法工程师,DSP算法工程师,50-80k·16薪,上海,5-10年-硕士-DSP,5-10年-硕士-DSP,某上海大型专业技术服务公司,专业技术服务-B轮-1000-2000人,上海,专业技术服务-B轮-1000-2000人,"工作内容：
1.设计基于ADC/DSP的系统架构；
2.定义关键功能、规格和性能要求；
3.与数字、模拟团队开发系统解决方案；
4.创建能RTL实现的 DSP/FEC；
5.对实验室提供回片测试计划；
6.开发收发器数模电路建模；

","任职资格：
1.硕士/博士研究生学历，具有5年以上DSP算法经验；
2.具有PAM4 架构和算法开发经验，熟悉IEEE/OIF 标准优先；
3.具备强通信系统理论能力；
4.具备Matlab和Python系统建模经验；
5.具备高速 DSP 经验，尤其是 FFE/DFE/MLSE、时钟和数据恢复 (CDR) 或 FEC经验；
6.有光学经验、高速/时间交错ADC和相关校准算法经验者优先；
7.具有团队合作精神，愿意承担各种项目，良好的倾听能力，自我激励；
8.能使用英语作为工作语言。"
16,算法工程师,"DSP算法工程师-直接汇报CEO,2-3年内IPO",40-70k·15薪,上海-浦东新区,5-10年-硕士-DSP-算法开发-Python-Matlab,5-10年-硕士-DSP-算法开发-Python-Matlab,某上海专业技术服务公司,专业技术服务-战略融资,上海-浦东新区,专业技术服务-战略融资,,
17,算法工程师,DSP算法专家,60-80k·15薪,上海-徐汇区,5-10年-学历不限,5-10年-学历不限,某上海电子/半导体/集成电路公司,电子/半导体/集成电路-50-99人,上海-徐汇区,电子/半导体/集成电路-50-99人,,
18,算法工程师,DSP算法工程师,30-45k·15薪,苏州,经验不限-学历不限,经验不限-学历不限,美资外企,芯片/集成电路-战略融资-1-49人,苏州,芯片/集成电路-战略融资-1-49人,"工作内容：
1.负责软件方案设计，开发过程软件相关文档编写，对软件结果负责；
2.使用Matlab/Simulink等软件进行控制系统建模和模型代码生成、软件集成、调试。
3.负责大功率逆变器的DSP软件开发，控制算法和平台软件建设。
 DSP算法工程师
","任职资格：
1. 电力电子以及电气等相关专业，本科或以上学历，至少3年相关岗位从业经验,有有团队管理经验优先。
3. 精通MATLAB 等仿真软件，熟悉常用开发工具与设备；
4. 精通TI系列C2000的C语言编程,了解相关汇编语言；
5. 精通相关的DC-DC,AC-DC DC-AC控制算法，熟悉新能源领域（风电、光伏、储能或变频器等）领域的控制策略；"
19,算法工程师,DSP算法工程师,40-70k,上海-闵行区,5-10年-硕士-算法开发-校验算法-Python-Matlab,5-10年-硕士-算法开发-校验算法-Python-Matlab,某知名公司,计算机软件-C轮-500-999人,上海-闵行区,计算机软件-C轮-500-999人,"工作内容：
1. 设计基于ADC/DSP的系统架构；
2. 定义关键功能、规格和性能要求；
3. 与数字、模拟团队开发系统解决方案；
4. 创建能RTL实现的 DSP/FEC；
5. 对实验室提供回片测试计划；
6. 开发收发器数模电路建模；

","任职资格：
1. 硕士/博士研究生学历，具有5年以上DSP算法经验；
2. 具有PAM4 架构和算法开发经验，熟悉IEEE/OIF 标准优先；
3. 具备强通信系统理论能力；
4. 具备Matlab和Python系统建模经验；
5. 具备高速 DSP 经验，尤其是 FFE/DFE/MLSE、时钟和数据恢复 (CDR) 或 FEC经验；
6. 有光学经验、高速/时间交错ADC和相关校准算法经验者优先；
7. 具有团队合作精神，愿意承担各种项目，良好的倾听能力，自我激励；
8. 能使用英语作为工作语言。"
20,算法工程师,（社招）DSP算法工程师-成都(J10120),薪资面议,成都-高新区,3-5年-本科-视觉算法-算法开发-视觉开发-优化算法-算法优化,3-5年-本科-视觉算法-算法开发-视觉开发-优化算法-算法优化,瀚博半导体(上海)有限公司,电子/半导体/集成电路-100-499人,成都-高新区,电子/半导体/集成电路-100-499人,"职责描述：
1、 DSP 固件开发；
2、 DSP 视觉算法软件开发；
3、 DSP 软件指令、算法优化；
4、 为客户研发提供底层软件支持。
","任职要求：
1、 计算机、电子、通信等专业本科及以上学历；
2、 3年以上DSP软件开发经验，至少对一种DSP 硬件架构、运行机制理解深刻；
3、 具有很强的C/C++编程能力，具备DSP汇编语言编程能力；
4、 具有AI 芯片软件开发经验、各种AI网络常用算子实现的工作经验尤佳；
5、 有半导体公司核心BSP开发团队工作经验者尤佳"
21,算法工程师,DSP算法移植工程师（手机/车载产品 方向）,20-30k·14薪,深圳,1-3年-本科-DSP-ARM-集成电路-C/C++-C语言-C++,1-3年-本科-DSP-ARM-集成电路-C/C++-C语言-C++,大象声科(深圳)科技有限公司,计算机软件-B轮-50-99人,深圳,计算机软件-B轮-50-99人,"岗位职责
1、现有成熟基于Ceva与BK的DSP平台通话降噪产品方案维护；
2、基于DSP平台的新产品线算法优化及移植；
3、跟进主流SOC芯片内部DSP上算法工程部署方案。
","任职要求
1、熟悉DSP与ARM硬件体系架构，理解处理器指令集的硬件相关的并行优化原理；
2、良好的C/C++编程基础，掌握底层asm优化技术,熟悉算法原型matlab调试仿真；
3、有一定的数字信号处理基础，了解常用的音频处理算法的基本理论知识；
4、有在DSP或ARM平台移植并优化过开源的语音信号算法经验者优先。"
22,算法工程师,DSP算法工程师,30-50k,上海-浦东新区,5-10年-硕士-DSP 算法-DSP-芯片算法,5-10年-硕士-DSP 算法-DSP-芯片算法,银牛微电子Inuchip,电子/半导体/集成电路-融资未公开-50-99人,上海-浦东新区,电子/半导体/集成电路-融资未公开-50-99人,"主要职责：
1.基于DSP的图像、视频处理算法开发及优化
2.基于DSP的AI算法开发及优化
3.多核DSP核间通信

","任职要求：
1.计算机、电子、通信等相关学科硕士毕业
2.熟练掌握C/C++等语言编程
3.熟悉TI/Qualcomm等任一种DSP编程及优化
4.对新技术的快速学习能力和良好的团队合作能力
5.良好的书面和口头沟通能力优选技能"
23,算法工程师,DSP算法工程师(A26102),25-50k,深圳-宝安区,3-5年-本科-视频算法-算法开发-优化算法-算法优化-图像处理,3-5年-本科-视频算法-算法开发-优化算法-算法优化-图像处理,深圳深知未来智能有限公司,人工智能-B轮-50-99人,深圳-宝安区,人工智能-B轮-50-99人,"职责描述：
1. 基于DSP的图像、视频处理算法开发及优化；
2. 基于DSP的AI算法开发及优化。

","任职要求：
1.本科及以上学历，理工科相关专业；
2. 熟练掌握C/C++等语言编程；
3. 熟悉TI/Qualcomm/Cadence等任一种DSP编程及优化；
4. 熟悉图像、视频处理或AI模型及算子算法优先；
5. 对新技术的快速学习能力和良好的团队合作能力；
6. 专业知识面广，逻辑性强，对研发工作有新颖的思维方式。"
24,算法工程师,DSP算法开发工程师,30-60k·14薪,成都-高新区,经验不限-本科-DSP-算法开发-D语言,经验不限-本科-DSP-算法开发-D语言,瀚博半导体(上海)有限公司,电子/半导体/集成电路-100-499人,成都-高新区,电子/半导体/集成电路-100-499人,,
25,算法工程师,DSP算法加速工程师(J10718),40-60k·14薪,北京-朝阳区,1-3年-统招本科-图像处理-SLAM算法-SA算法-视觉算法-深度学习-C++,1-3年-统招本科-图像处理-SLAM算法-SA算法-视觉算法-深度学习-C++,网鱼网咖,在线社交/媒体-D轮-5000-10000人,北京-朝阳区,在线社交/媒体-D轮-5000-10000人,"工作职责:
1、计算机视觉算法，VSLAM算法，深度学习算法的优化和加速；
2、移植算法到DSP（Qualcomm Hexagon DSP 等。

","任职资格:
1、熟悉图像处理相关算法与加速方法；
2、熟悉算法加速包括并行运算、SIMD（SSE / AVX / NEON等）、DSP；
3、熟悉C/C++、汇编。了解算法移植DSP的基本方法；
4、了解SLAM特征提取、光流追踪等算法与加速方法；
5、2年以上图像/视觉方面的DSP移植和优化经验，2年以上NEON优化经验；
6、2年以上落地产品开发经验。"
26,算法工程师,DSP算法开发工程师(A71521),27-40k,深圳-宝安区,3-5年-本科-视频算法-算法开发-优化算法-算法优化-图像处理,3-5年-本科-视频算法-算法开发-优化算法-算法优化-图像处理,深圳深知未来智能有限公司,人工智能-B轮-50-99人,深圳-宝安区,人工智能-B轮-50-99人,"职责描述：
1. 基于DSP的图像、视频处理算法开发及优化
2. 基于DSP的AI算法开发及优化



","任职要求：
1. 计算机、电子、通信等相关学科本科毕业
2. 熟练掌握C/C++等语言编程
3. 熟悉TI/Qualcomm/Cadence等任一种DSP编程及优化
4. 熟悉图像、视频处理或AI模型及算子算法优先
5. 对新技术的快速学习能力和良好的团队合作能力
6. 良好的书面和口头沟通能力"
27,算法工程师,DSP算法开发工程师,30-55k·14薪,上海-浦东新区,3-5年-本科-音视频开发-D语言,3-5年-本科-音视频开发-D语言,瀚博半导体(上海)有限公司,电子/半导体/集成电路-100-499人,上海-浦东新区,电子/半导体/集成电路-100-499人,,
28,算法工程师,DSP算法工程师,20-21k,西安-高新区,3-5年-硕士-视频算法-算法开发-算法优化-优化算法-图像处理,3-5年-硕士-视频算法-算法开发-算法优化-优化算法-图像处理,瀚博半导体(上海)有限公司,电子/半导体/集成电路-100-499人,西安-高新区,电子/半导体/集成电路-100-499人,"职责描述：
1.基于DSP的图像、视频处理算法开发及优化
2.基于DSP的AI算法开发及优化
3.多核DSP核间通信
","任职要求：
1.计算机、电子、通信等相关学科本科毕业
2.熟练掌握C/C++等语言编程
3.熟悉TI/Qualcomm/Cadence等任一种DSP编程及优化
4.对新技术的快速学习能力和良好的团队合作能力
5.良好的书面和口头沟通能力
优选技能
1.熟悉图像、视频处理算法
2.熟悉AI模型及算"
29,算法工程师,DSP算法架构师,薪资面议,北京,5-10年-统招本科-DSP-算法开发-D语言,5-10年-统招本科-DSP-算法开发-D语言,瀚博半导体(上海)有限公司,电子/半导体/集成电路-100-499人,北京,电子/半导体/集成电路-100-499人,,
30,算法工程师,DSP算法开发工程师,30-40k·14薪,西安-高新区,3-5年-本科-机器学习-c++,3-5年-本科-机器学习-c++,瀚博半导体(上海)有限公司,电子/半导体/集成电路-100-499人,西安-高新区,电子/半导体/集成电路-100-499人,,
31,算法工程师,DSP算法架构师,薪资面议,上海,5-10年-统招本科-DSP-算法开发-D语言,5-10年-统招本科-DSP-算法开发-D语言,瀚博半导体(上海)有限公司,电子/半导体/集成电路-100-499人,上海,电子/半导体/集成电路-100-499人,,
32,算法工程师,Dsp算法工程师,30-60k·14薪,北京-朝阳区,5-10年-本科-C++,5-10年-本科-C++,南方硅谷,电子/半导体/集成电路-100-499人,北京-朝阳区,电子/半导体/集成电路-100-499人,,
33,算法工程师,DSP算法嵌入式研发岗,17-22k,天津-东丽区,1-3年-统招本科-D语言-Matlab,1-3年-统招本科-D语言-Matlab,中国汽车技术研究中心有限公司,汽车零部件及配件-5000-10000人,天津-东丽区,汽车零部件及配件-5000-10000人,,"任职资格：
1.有TI或ADI SHARC系列芯片嵌入式软件开发经验，熟悉CCS/CCES/DSP++等DSP开发环境中的一种；
2.具有上位机软件开发经验，熟悉QT等上位机软件；
3.有matlab及simulink开发经验者优先；
4.任职年限：1年工作经验以上；
5.背景经历：从事软件开发或者DSP等嵌入式开发1年以上。

岗位职责：
1.负责路噪主动控制、发动机主动降噪、主动发声、声场分区等声学算法的DSP平台等代码移植工作；
2.负责以上声学算法在客户需求平台上的适配调试，协助推进方案在量产平台上落地；
3.负责DSP芯片底层驱动配置开发。
"
34,算法工程师,ACP—DSP算法工程师（西安）,7-14k·15薪,西安,1-3年-统招本科-控制算法-C++-C/C++-C语言,1-3年-统招本科-控制算法-C++-C/C++-C语言,维谛技术有限公司,电子/半导体/集成电路-2000-5000人,西安,电子/半导体/集成电路-2000-5000人,"岗位职责:
岗位职责：
1.负责UPS产品DSP软件控制和算法环路设计开发；
2.负责市场及生产问题的处理和解决；
3.上级主管交付的其他工作
","任职资格:
任职要求：
1.本科及以上学历，电气、电力电子、自动控制及相关专业；
2.有电力电子产品单板软、硬件开发经验；
3.熟悉控制理论，模电数电；具备较好的数学基础和抽象、分析能力，较强的研究意愿及能力；
4.有C、C++编程经验，熟悉开发环境；
5.能独立思考和解决问题，勤奋认真,善于团队合作。
优选条件：
有UPS、模块电源开发经验者优先。"
35,算法工程师,DSP算法工程师,薪资面议,西安,1-3年-统招本科-模块开发-C++-C/C++-C语言,1-3年-统招本科-模块开发-C++-C/C++-C语言,维谛技术有限公司,电子/半导体/集成电路-2000-5000人,西安,电子/半导体/集成电路-2000-5000人,"岗位职责:
岗位职责：
1.负责UPS产品DSP软件控制和算法环路设计开发；
2.负责市场及生产问题的处理和解决；
3.上级主管交付的其他工作
","任职资格:
任职要求：
1.本科及以上学历，电气、电力电子、自动控制及相关专业；
2.有电力电子产品单板软、硬件开发经验；
3.熟悉控制理论，模电数电；具备较好的数学基础和抽象、分析能力，较强的研究意愿及能力；
4.有C、C++编程经验，熟悉开发环境；
5.能独立思考和解决问题，勤奋认真,善于团队合作。
优选条件：
有UPS、模块电源开发经验者优先。"
36,算法工程师,DSP算法工程师-毫米波雷达,15-40k,深圳,1-3年-本科-matlab-DSP-算法-雷达,1-3年-本科-matlab-DSP-算法-雷达,豪恩集团,电子/半导体/集成电路-1000-2000人,深圳,电子/半导体/集成电路-1000-2000人,"毕业生可考虑

职责描述：

1、从事DSP工程师职位；

2、负责雷达算法仿真及DSP软件的开发编写、集成与发布； 

3、制定测试方案，指导完成单元测试、集成测试、功能测试、系统测试；

4、分析并解决开发过程中的技术问题，完成核心技术攻关；

5、配合硬件完成电路板的调试、测试及排故等工作。

","任职要求：

1、计算机、应用物理、电磁场、电子信息等相关专业背景，本科及其以上学历，有工作经验者优先考虑； 

2、熟悉FMCW体制信号处理算法，熟练应用MATLAB工具及其相关程序编写，熟悉信号的数学模型及算法仿真，并能根据需要建模仿真；

3、具有TI AWR1642/1443/1243等系列77G雷达算法开发经验或NXP/infineon等品牌77G雷达算法经验者优先录用；(角雷达)

4、熟悉雷达工作原理及数据处理流程。

5、熟悉77G雷达的硬件原理，了解阵列天线；

6、具有良好英语阅读及沟通能力，通过CET-6者优先；

7、身体健康，团队协作意识及责任心强，可承担一定的工作强度；

8、有相关汽车77G或24G雷达工作经验优先。"
37,算法工程师,DSP工程师 (dsp算法&无线通信）3个城市选择 南京成都上海,70-100k,成都-武侯区,3-5年-统招本科-DSP-软件开发-D语言,3-5年-统招本科-DSP-软件开发-D语言,某上海电子/半导体/集成电路公司,电子/半导体/集成电路-A轮-50-99人,成都-武侯区,电子/半导体/集成电路-A轮-50-99人,"职位描述：
1、负责DSP平台开发与维护；
2、负责通信加速器、射频驱动开发与调试；
3、负责无线通信系统物理层算法实现及定点化性能调优；
4、分析和解决物理层相关问题，对技术问题的解决进度和质量负责；
5、负责项目各阶段文档的编写，包括软件需求文档、软件设计文档和测试文档等。
","任职要求：
1、无线通信相关专业本科及以上学历，3年以上工作经验。
2、熟悉至少一项无线通信系统协议（WIFI / LTE / WCDMA）L1技术
3、至少使用过一款DSP，有CEVA DSP开发经验者优先。
4、能熟练使用C或汇编从事DSP软件开发，具备vector-C编程经验者优先
5、能熟练使用matlab进行数据分析
6、经验上要做过卫星通信
地点：
浦东新区龙东大道3000号张江集电港5号楼802室
成都市武侯区武侯大道顺江段77号汇点广场1座1115-1116室
江苏省南京市雨花台区雨花街道明城大道与金阳东街交叉口证大喜玛拉雅中心K座1102

年龄经验：没有限制，主要看职位匹配度和面试情况

薪资：open（看面试级别）"
38,算法工程师,DSP工程师 (dsp算法&无线通信）3个城市选择 南京成都上海,70-100k,上海-浦东新区,3-5年-统招本科-DSP-软件开发-D语言,3-5年-统招本科-DSP-软件开发-D语言,某上海电子/半导体/集成电路公司,电子/半导体/集成电路-A轮-50-99人,上海-浦东新区,电子/半导体/集成电路-A轮-50-99人,"职位描述：
职位描述：
1、负责DSP平台开发与维护；
2、负责通信加速器、射频驱动开发与调试；
3、负责无线通信系统物理层算法实现及定点化性能调优；
4、分析和解决物理层相关问题，对技术问题的解决进度和质量负责；
5、负责项目各阶段文档的编写，包括软件需求文档、软件设计文档和测试文档等。
","任职要求：
1、无线通信相关专业本科及以上学历，3年以上工作经验。
2、熟悉至少一项无线通信系统协议（WIFI / LTE / WCDMA）L1技术
3、至少使用过一款DSP，有CEVA DSP开发经验者优先。
4、能熟练使用C或汇编从事DSP软件开发，具备vector-C编程经验者优先
5、能熟练使用matlab进行数据分析
6、经验上要做过卫星通信
地点：
浦东新区龙东大道3000号张江集电港5号楼802室
成都市武侯区武侯大道顺江段77号汇点广场1座1115-1116室
江苏省南京市雨花台区雨花街道明城大道与金阳东街交叉口证大喜玛拉雅中心K座1102

年龄经验：没有限制，主要看职位匹配度和面试情况"
